business_id,business_name,industry_id,industry,region_id,region,state,city_tier,years_in_business,revenue_band,estimated_monthly_revenue_band_midpoint,employee_count_base,legal_structure,credit_score_band_at_origination,has_prior_delinquency,owner_experience_years,online_sales_share,relationship_manager_id,onboarding_date,primary_bank_account_type
B01133,Business 01133,IND03,Construction Services,R05,Pacific Northwest,WA,Tier 1,18,250K-500K,35000,5,C-Corp,640-679,1,15,0.288,RM058,2023-06-28,merchant
B01134,Business 01134,IND06,Professional Services,R04,West,CA,Tier 2,9,1M-3M,165000,9,S-Corp,640-679,1,27,0.579,RM058,2023-09-27,merchant
B01135,Business 01135,IND05,Healthcare Clinics,R04,West,CA,Tier 3,18,1M-3M,165000,19,C-Corp,640-679,0,1,0.127,RM031,2022-07-17,merchant
B01136,Business 01136,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 2,14,250K-500K,35000,5,S-Corp,720-759,0,23,0.421,RM001,2023-10-29,operating
B01137,Business 01137,IND09,Wholesale Distribution,R01,Northeast,NY,Tier 1,2,500K-1M,70000,5,Sole Proprietor,680-719,1,10,0.536,RM036,2022-11-18,merchant
B01138,Business 01138,IND02,Retail Stores,R06,Mountain,CO,Tier 3,14,3M-10M,430000,25,Sole Proprietor,580-639,1,17,0.085,RM013,2023-08-26,operating
B01139,Business 01139,IND03,Construction Services,R04,West,CA,Tier 1,7,<250K,15000,2,S-Corp,720-759,0,13,0.199,RM009,2023-12-15,operating
B01140,Business 01140,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 2,8,500K-1M,70000,6,S-Corp,680-719,0,3,0.704,RM024,2023-03-07,operating
B01141,Business 01141,IND11,Education & Training,R01,Northeast,NY,Tier 2,1,<250K,15000,3,Partnership,680-719,0,13,0.481,RM015,2023-08-18,merchant
B01142,Business 01142,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 3,4,<250K,15000,3,S-Corp,720-759,0,11,0.099,RM005,2022-08-05,operating
B01143,Business 01143,IND03,Construction Services,R04,West,CA,Tier 1,2,3M-10M,430000,20,LLC,720-759,0,13,0.336,RM036,2022-05-15,operating
B01144,Business 01144,IND11,Education & Training,R02,Midwest,IL,Tier 3,7,250K-500K,35000,3,LLC,720-759,0,6,0.596,RM032,2023-10-20,operating
B01145,Business 01145,IND12,Hospitality & Travel,R04,West,CA,Tier 1,18,1M-3M,165000,18,S-Corp,680-719,0,23,0.296,RM016,2023-11-21,operating
B01146,Business 01146,IND03,Construction Services,R04,West,CA,Tier 1,14,500K-1M,70000,9,S-Corp,760+,0,23,0.439,RM008,2022-03-29,operating
B01147,Business 01147,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 1,13,500K-1M,70000,5,Partnership,720-759,0,25,0.554,RM032,2023-12-19,merchant
B01148,Business 01148,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 1,6,<250K,15000,2,S-Corp,680-719,0,30,0.129,RM017,2023-05-23,operating
B01149,Business 01149,IND06,Professional Services,R04,West,CA,Tier 2,8,250K-500K,35000,4,C-Corp,680-719,0,27,0.028,RM040,2022-10-26,merchant
B01150,Business 01150,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 1,7,250K-500K,35000,3,S-Corp,680-719,0,13,0.332,RM038,2023-01-09,operating
B01151,Business 01151,IND11,Education & Training,R02,Midwest,IL,Tier 2,5,1M-3M,165000,12,S-Corp,680-719,1,3,0.461,RM020,2022-09-16,merchant
B01152,Business 01152,IND02,Retail Stores,R02,Midwest,IL,Tier 2,17,500K-1M,70000,5,Sole Proprietor,640-679,1,24,0.404,RM038,2022-06-28,merchant
B01153,Business 01153,IND10,Personal Services,R06,Mountain,CO,Tier 2,7,<250K,15000,2,LLC,760+,0,14,0.323,RM040,2023-01-05,operating
B01154,Business 01154,IND11,Education & Training,R04,West,CA,Tier 2,11,500K-1M,70000,6,S-Corp,640-679,0,25,0.445,RM010,2022-11-08,operating
B01155,Business 01155,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 3,16,<250K,15000,2,LLC,720-759,0,14,0.024,RM037,2023-05-09,operating
B01156,Business 01156,IND09,Wholesale Distribution,R04,West,CA,Tier 2,19,1M-3M,165000,11,C-Corp,640-679,1,26,0.578,RM057,2023-09-11,mixed
B01157,Business 01157,IND09,Wholesale Distribution,R03,South,TX,Tier 3,10,<250K,15000,3,Sole Proprietor,580-639,1,3,0.488,RM011,2022-01-01,merchant
B01158,Business 01158,IND05,Healthcare Clinics,R03,South,TX,Tier 3,2,1M-3M,165000,9,LLC,720-759,0,4,0.59,RM008,2023-07-30,merchant
B01159,Business 01159,IND03,Construction Services,R06,Mountain,CO,Tier 3,4,250K-500K,35000,4,LLC,720-759,1,1,0.013,RM015,2022-07-30,mixed
B01160,Business 01160,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 2,7,250K-500K,35000,3,LLC,640-679,0,7,0.46,RM020,2022-06-28,operating
B01161,Business 01161,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 2,18,500K-1M,70000,9,S-Corp,640-679,0,5,0.255,RM015,2023-04-15,operating
B01162,Business 01162,IND06,Professional Services,R02,Midwest,IL,Tier 1,3,<250K,15000,2,LLC,680-719,0,14,0.575,RM006,2022-05-10,merchant
B01163,Business 01163,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 2,3,1M-3M,165000,9,S-Corp,760+,0,14,0.337,RM040,2023-10-18,merchant
B01164,Business 01164,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 1,2,1M-3M,165000,15,C-Corp,680-719,1,16,0.363,RM058,2023-10-29,operating
B01165,Business 01165,IND04,Manufacturing,R01,Northeast,NY,Tier 3,7,500K-1M,70000,5,C-Corp,680-719,0,18,0.452,RM055,2022-12-22,operating
B01166,Business 01166,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 1,15,<250K,15000,3,LLC,720-759,0,27,0.342,RM019,2023-05-19,merchant
B01167,Business 01167,IND03,Construction Services,R06,Mountain,CO,Tier 3,5,500K-1M,70000,7,LLC,680-719,0,23,0.541,RM047,2022-11-05,merchant
B01168,Business 01168,IND01,Restaurants & Food Service,R04,West,CA,Tier 2,15,<250K,15000,3,LLC,680-719,0,13,0.184,RM021,2022-12-12,merchant
B01169,Business 01169,IND03,Construction Services,R04,West,CA,Tier 3,8,<250K,15000,3,LLC,640-679,0,24,0.166,RM010,2023-05-09,operating
B01170,Business 01170,IND06,Professional Services,R04,West,CA,Tier 2,17,500K-1M,70000,6,LLC,680-719,0,12,0.543,RM003,2022-01-26,merchant
B01171,Business 01171,IND02,Retail Stores,R01,Northeast,NY,Tier 3,9,1M-3M,165000,20,LLC,640-679,0,30,0.549,RM014,2023-06-14,operating
B01172,Business 01172,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 3,7,500K-1M,70000,5,C-Corp,680-719,0,12,0.475,RM036,2022-03-18,merchant
B01173,Business 01173,IND03,Construction Services,R03,South,TX,Tier 2,19,1M-3M,165000,20,C-Corp,680-719,0,4,0.185,RM057,2022-07-29,operating
B01174,Business 01174,IND04,Manufacturing,R01,Northeast,NY,Tier 1,5,500K-1M,70000,9,LLC,720-759,0,2,0.51,RM045,2023-12-01,operating
B01175,Business 01175,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 3,18,500K-1M,70000,5,LLC,640-679,0,18,0.168,RM003,2022-05-07,mixed
B01176,Business 01176,IND02,Retail Stores,R02,Midwest,IL,Tier 3,9,<250K,15000,3,S-Corp,680-719,1,14,0.085,RM019,2023-08-08,operating
B01177,Business 01177,IND02,Retail Stores,R01,Northeast,NY,Tier 2,2,1M-3M,165000,13,S-Corp,640-679,1,9,0.412,RM048,2022-04-11,merchant
B01178,Business 01178,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 3,14,500K-1M,70000,5,C-Corp,680-719,0,17,0.147,RM047,2022-08-23,operating
B01179,Business 01179,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 1,8,250K-500K,35000,5,S-Corp,580-639,1,24,0.88,RM034,2022-05-15,operating
B01180,Business 01180,IND12,Hospitality & Travel,R04,West,CA,Tier 2,11,250K-500K,35000,3,Sole Proprietor,680-719,0,10,0.219,RM058,2022-08-21,operating
B01181,Business 01181,IND10,Personal Services,R02,Midwest,IL,Tier 2,9,1M-3M,165000,9,C-Corp,720-759,0,20,0.391,RM009,2022-11-19,operating
B01182,Business 01182,IND07,Transportation & Logistics,R03,South,TX,Tier 2,11,1M-3M,165000,12,LLC,680-719,0,7,0.087,RM015,2022-06-03,merchant
B01183,Business 01183,IND01,Restaurants & Food Service,R04,West,CA,Tier 2,15,<250K,15000,2,LLC,680-719,0,24,0.282,RM052,2023-10-26,merchant
B01184,Business 01184,IND07,Transportation & Logistics,R05,Pacific Northwest,WA,Tier 1,17,1M-3M,165000,20,LLC,680-719,0,14,0.313,RM023,2022-08-25,operating
B01185,Business 01185,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 2,5,1M-3M,165000,9,S-Corp,680-719,1,12,0.403,RM012,2023-11-24,operating
B01186,Business 01186,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 1,2,1M-3M,165000,15,C-Corp,720-759,0,6,0.504,RM030,2023-01-25,operating
B01187,Business 01187,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 2,15,1M-3M,165000,11,C-Corp,580-639,1,1,0.223,RM011,2022-05-01,operating
B01188,Business 01188,IND03,Construction Services,R05,Pacific Northwest,WA,Tier 3,10,<250K,15000,3,C-Corp,580-639,0,14,0.274,RM015,2022-08-27,operating
B01189,Business 01189,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 1,20,<250K,15000,2,S-Corp,640-679,0,29,0.554,RM045,2023-03-27,merchant
B01190,Business 01190,IND04,Manufacturing,R04,West,CA,Tier 1,1,500K-1M,70000,5,Sole Proprietor,580-639,1,6,0.513,RM019,2023-04-10,merchant
B01191,Business 01191,IND05,Healthcare Clinics,R03,South,TX,Tier 2,7,500K-1M,70000,8,LLC,760+,0,23,0.388,RM024,2023-02-24,mixed
B01192,Business 01192,IND10,Personal Services,R04,West,CA,Tier 3,18,250K-500K,35000,5,C-Corp,640-679,1,2,0.562,RM054,2023-12-14,operating
B01193,Business 01193,IND04,Manufacturing,R06,Mountain,CO,Tier 1,13,1M-3M,165000,14,S-Corp,680-719,0,25,0.278,RM044,2023-12-14,operating
B01194,Business 01194,IND01,Restaurants & Food Service,R04,West,CA,Tier 2,10,1M-3M,165000,20,S-Corp,680-719,0,22,0.569,RM009,2022-10-31,merchant
B01195,Business 01195,IND08,E-commerce Sellers,R03,South,TX,Tier 3,5,250K-500K,35000,4,LLC,580-639,1,22,0.365,RM050,2022-02-08,operating
B01196,Business 01196,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 3,12,250K-500K,35000,3,Sole Proprietor,680-719,0,3,0.124,RM012,2022-02-26,merchant
B01197,Business 01197,IND09,Wholesale Distribution,R03,South,TX,Tier 3,9,500K-1M,70000,5,S-Corp,680-719,0,10,0.265,RM057,2022-08-10,merchant
B01198,Business 01198,IND01,Restaurants & Food Service,R04,West,CA,Tier 2,3,1M-3M,165000,17,LLC,680-719,0,2,0.294,RM059,2023-01-19,mixed
B01199,Business 01199,IND10,Personal Services,R02,Midwest,IL,Tier 2,8,1M-3M,165000,14,Partnership,680-719,0,18,0.214,RM027,2022-03-31,merchant
B01200,Business 01200,IND03,Construction Services,R06,Mountain,CO,Tier 3,5,250K-500K,35000,6,LLC,580-639,0,30,0.533,RM052,2022-04-06,merchant
B01201,Business 01201,IND12,Hospitality & Travel,R05,Pacific Northwest,WA,Tier 3,14,500K-1M,70000,9,C-Corp,720-759,0,23,0.19,RM043,2022-07-20,merchant
B01202,Business 01202,IND06,Professional Services,R06,Mountain,CO,Tier 2,3,<250K,15000,2,C-Corp,720-759,0,18,0.468,RM005,2023-05-27,operating
B01203,Business 01203,IND12,Hospitality & Travel,R03,South,TX,Tier 2,14,250K-500K,35000,4,C-Corp,760+,1,9,0.116,RM039,2023-05-13,operating
B01204,Business 01204,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 2,8,1M-3M,165000,21,LLC,720-759,0,25,0.368,RM028,2022-05-26,operating
B01205,Business 01205,IND02,Retail Stores,R02,Midwest,IL,Tier 3,15,500K-1M,70000,5,Sole Proprietor,640-679,1,6,0.467,RM053,2022-10-31,operating
B01206,Business 01206,IND05,Healthcare Clinics,R03,South,TX,Tier 3,13,500K-1M,70000,9,LLC,580-639,1,8,0.359,RM058,2022-03-17,merchant
B01207,Business 01207,IND09,Wholesale Distribution,R05,Pacific Northwest,WA,Tier 2,18,500K-1M,70000,9,S-Corp,760+,0,8,0.312,RM014,2023-07-16,operating
B01208,Business 01208,IND05,Healthcare Clinics,R04,West,CA,Tier 1,14,500K-1M,70000,8,Partnership,640-679,0,22,0.564,RM019,2023-02-24,merchant
B01209,Business 01209,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 3,18,3M-10M,430000,49,Partnership,760+,0,26,0.348,RM004,2022-12-22,operating
B01210,Business 01210,IND07,Transportation & Logistics,R04,West,CA,Tier 2,20,500K-1M,70000,6,S-Corp,720-759,0,17,0.508,RM043,2022-11-09,operating
B01211,Business 01211,IND04,Manufacturing,R06,Mountain,CO,Tier 2,4,250K-500K,35000,3,S-Corp,640-679,1,4,0.258,RM001,2023-10-11,operating
B01212,Business 01212,IND06,Professional Services,R02,Midwest,IL,Tier 3,8,500K-1M,70000,5,S-Corp,680-719,0,2,0.509,RM019,2023-11-02,mixed
B01213,Business 01213,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 2,15,500K-1M,70000,5,LLC,640-679,0,20,0.105,RM028,2023-07-21,operating
B01214,Business 01214,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 3,8,3M-10M,430000,49,LLC,680-719,0,9,0.26,RM026,2023-07-02,operating
B01215,Business 01215,IND06,Professional Services,R06,Mountain,CO,Tier 1,4,500K-1M,70000,5,S-Corp,580-639,0,5,0.24,RM038,2022-03-22,operating
B01216,Business 01216,IND03,Construction Services,R06,Mountain,CO,Tier 1,5,1M-3M,165000,9,S-Corp,640-679,1,9,0.041,RM049,2022-08-01,operating
B01217,Business 01217,IND06,Professional Services,R03,South,TX,Tier 3,18,250K-500K,35000,3,Sole Proprietor,720-759,0,12,0.213,RM044,2022-11-27,merchant
B01218,Business 01218,IND06,Professional Services,R06,Mountain,CO,Tier 2,20,500K-1M,70000,7,C-Corp,720-759,0,29,0.513,RM042,2022-08-18,operating
B01219,Business 01219,IND12,Hospitality & Travel,R02,Midwest,IL,Tier 3,14,250K-500K,35000,5,LLC,580-639,1,10,0.529,RM051,2023-08-14,operating
B01220,Business 01220,IND10,Personal Services,R01,Northeast,NY,Tier 3,4,<250K,15000,2,LLC,640-679,0,20,0.044,RM049,2023-07-10,merchant
B01221,Business 01221,IND09,Wholesale Distribution,R04,West,CA,Tier 2,13,<250K,15000,2,Sole Proprietor,760+,0,18,0.468,RM038,2022-01-03,merchant
B01222,Business 01222,IND04,Manufacturing,R03,South,TX,Tier 2,20,500K-1M,70000,6,LLC,640-679,1,19,0.544,RM024,2022-08-17,operating
B01223,Business 01223,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 2,20,1M-3M,165000,11,LLC,640-679,1,12,0.01,RM028,2023-12-19,operating
B01224,Business 01224,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 2,13,500K-1M,70000,8,LLC,720-759,0,2,0.191,RM015,2023-12-15,merchant
B01225,Business 01225,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 1,1,1M-3M,165000,9,LLC,640-679,0,20,0.22,RM026,2022-02-05,operating
B01226,Business 01226,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 1,15,250K-500K,35000,4,LLC,680-719,0,23,0.206,RM014,2022-07-05,operating
B01227,Business 01227,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 2,20,1M-3M,165000,19,S-Corp,720-759,0,1,0.421,RM027,2023-04-21,operating
B01228,Business 01228,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 3,17,250K-500K,35000,4,Sole Proprietor,580-639,1,11,0.087,RM005,2023-01-18,mixed
B01229,Business 01229,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 2,18,250K-500K,35000,5,S-Corp,760+,0,21,0.108,RM045,2022-12-19,operating
B01230,Business 01230,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 1,8,<250K,15000,2,C-Corp,580-639,0,21,0.517,RM039,2023-06-21,operating
B01231,Business 01231,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 3,3,3M-10M,430000,35,LLC,640-679,0,30,0.429,RM017,2022-12-25,operating
B01232,Business 01232,IND08,E-commerce Sellers,R03,South,TX,Tier 1,16,250K-500K,35000,4,S-Corp,720-759,0,4,0.439,RM010,2023-01-27,operating
B01233,Business 01233,IND10,Personal Services,R01,Northeast,NY,Tier 1,8,1M-3M,165000,9,Partnership,640-679,1,7,0.577,RM050,2022-05-20,merchant
B01234,Business 01234,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 2,20,<250K,15000,2,LLC,680-719,0,2,0.501,RM007,2022-09-30,operating
B01235,Business 01235,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 1,2,250K-500K,35000,4,LLC,580-639,0,10,0.143,RM055,2022-08-06,operating
B01236,Business 01236,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 1,5,3M-10M,430000,38,S-Corp,640-679,0,21,0.527,RM046,2023-02-24,merchant
B01237,Business 01237,IND12,Hospitality & Travel,R04,West,CA,Tier 1,14,1M-3M,165000,14,LLC,760+,0,16,0.515,RM029,2022-06-05,merchant
B01238,Business 01238,IND12,Hospitality & Travel,R04,West,CA,Tier 3,14,1M-3M,165000,12,LLC,580-639,0,7,0.397,RM001,2023-01-18,merchant
B01239,Business 01239,IND09,Wholesale Distribution,R04,West,CA,Tier 1,5,250K-500K,35000,3,C-Corp,720-759,0,26,0.166,RM024,2023-09-29,operating
B01240,Business 01240,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 1,5,250K-500K,35000,4,LLC,580-639,1,16,0.138,RM002,2023-02-19,merchant
B01241,Business 01241,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 1,1,500K-1M,70000,6,C-Corp,580-639,1,9,0.1,RM018,2022-02-16,operating
B01242,Business 01242,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 2,20,3M-10M,430000,31,LLC,680-719,0,13,0.423,RM046,2022-03-31,merchant
B01243,Business 01243,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 1,1,500K-1M,70000,7,Partnership,720-759,0,13,0.178,RM021,2023-11-16,mixed
B01244,Business 01244,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 3,12,<250K,15000,2,Partnership,640-679,0,19,0.048,RM008,2023-12-29,operating
B01245,Business 01245,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 3,7,250K-500K,35000,3,Partnership,680-719,0,29,0.119,RM008,2023-08-10,operating
B01246,Business 01246,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 3,19,500K-1M,70000,7,LLC,680-719,0,22,0.553,RM036,2022-11-03,operating
B01247,Business 01247,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 2,12,<250K,15000,2,LLC,680-719,0,25,0.817,RM015,2022-02-03,operating
B01248,Business 01248,IND12,Hospitality & Travel,R04,West,CA,Tier 2,12,500K-1M,70000,5,C-Corp,680-719,0,24,0.582,RM008,2022-03-09,operating
B01249,Business 01249,IND01,Restaurants & Food Service,R01,Northeast,NY,Tier 2,14,250K-500K,35000,3,LLC,720-759,0,22,0.324,RM015,2022-03-31,operating
B01250,Business 01250,IND08,E-commerce Sellers,R04,West,CA,Tier 3,18,<250K,15000,3,LLC,680-719,0,22,0.518,RM057,2022-02-08,operating
B01251,Business 01251,IND11,Education & Training,R06,Mountain,CO,Tier 3,14,3M-10M,430000,38,Sole Proprietor,680-719,0,30,0.071,RM006,2022-08-17,mixed
B01252,Business 01252,IND12,Hospitality & Travel,R05,Pacific Northwest,WA,Tier 3,2,3M-10M,430000,40,Sole Proprietor,720-759,0,13,0.004,RM049,2023-06-05,operating
B01253,Business 01253,IND08,E-commerce Sellers,R06,Mountain,CO,Tier 2,8,500K-1M,70000,5,Sole Proprietor,580-639,1,3,0.337,RM024,2022-05-13,merchant
B01254,Business 01254,IND09,Wholesale Distribution,R04,West,CA,Tier 2,2,500K-1M,70000,5,C-Corp,640-679,1,17,0.475,RM009,2023-03-11,operating
B01255,Business 01255,IND05,Healthcare Clinics,R04,West,CA,Tier 1,19,<250K,15000,2,LLC,720-759,0,16,0.518,RM020,2022-01-04,merchant
B01256,Business 01256,IND02,Retail Stores,R01,Northeast,NY,Tier 2,8,250K-500K,35000,6,C-Corp,720-759,0,24,0.166,RM003,2023-08-18,operating
B01257,Business 01257,IND01,Restaurants & Food Service,R03,South,TX,Tier 1,14,250K-500K,35000,4,Sole Proprietor,720-759,0,4,0.414,RM021,2023-07-17,operating
B01258,Business 01258,IND06,Professional Services,R03,South,TX,Tier 1,7,<250K,15000,3,LLC,680-719,0,10,0.558,RM022,2022-07-09,operating
B01259,Business 01259,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 1,18,500K-1M,70000,10,LLC,720-759,1,11,0.403,RM053,2023-01-03,operating
B01260,Business 01260,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 2,2,250K-500K,35000,4,LLC,640-679,0,10,0.395,RM044,2022-03-05,operating
B01261,Business 01261,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 2,14,500K-1M,70000,7,LLC,640-679,0,28,0.231,RM024,2023-11-28,merchant
B01262,Business 01262,IND09,Wholesale Distribution,R04,West,CA,Tier 2,15,500K-1M,70000,5,Sole Proprietor,680-719,0,22,0.592,RM047,2022-10-18,operating
B01263,Business 01263,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 2,18,3M-10M,430000,22,Partnership,720-759,0,16,0.252,RM009,2023-08-22,merchant
B01264,Business 01264,IND02,Retail Stores,R06,Mountain,CO,Tier 2,8,500K-1M,70000,9,S-Corp,720-759,0,23,0.593,RM001,2023-04-30,operating
B01265,Business 01265,IND10,Personal Services,R03,South,TX,Tier 2,10,250K-500K,35000,4,LLC,760+,0,5,0.564,RM053,2023-06-03,operating
B01266,Business 01266,IND08,E-commerce Sellers,R06,Mountain,CO,Tier 2,9,<250K,15000,3,S-Corp,640-679,0,2,0.429,RM018,2022-11-20,operating
B01267,Business 01267,IND01,Restaurants & Food Service,R04,West,CA,Tier 1,14,3M-10M,430000,38,C-Corp,640-679,1,1,0.114,RM001,2023-01-10,merchant
B01268,Business 01268,IND11,Education & Training,R06,Mountain,CO,Tier 1,9,<250K,15000,3,C-Corp,580-639,1,4,0.173,RM028,2023-01-01,operating
B01269,Business 01269,IND06,Professional Services,R01,Northeast,NY,Tier 1,18,500K-1M,70000,6,LLC,680-719,0,12,0.183,RM003,2022-11-17,operating
B01270,Business 01270,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 3,6,500K-1M,70000,5,LLC,720-759,0,12,0.405,RM024,2023-02-07,merchant
B01271,Business 01271,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 3,16,250K-500K,35000,4,C-Corp,680-719,1,29,0.258,RM042,2023-02-02,operating
B01272,Business 01272,IND04,Manufacturing,R01,Northeast,NY,Tier 3,2,250K-500K,35000,3,LLC,720-759,0,25,0.531,RM040,2023-07-09,merchant
B01273,Business 01273,IND06,Professional Services,R06,Mountain,CO,Tier 2,15,250K-500K,35000,3,LLC,720-759,0,25,0.151,RM052,2023-12-29,merchant
B01274,Business 01274,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 1,10,<250K,15000,2,S-Corp,720-759,0,29,0.271,RM045,2023-08-07,operating
B01275,Business 01275,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 3,3,500K-1M,70000,8,C-Corp,580-639,1,26,0.014,RM013,2022-03-14,operating
B01276,Business 01276,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 2,6,3M-10M,430000,23,S-Corp,680-719,1,14,0.572,RM059,2022-12-04,operating
B01277,Business 01277,IND12,Hospitality & Travel,R05,Pacific Northwest,WA,Tier 3,19,1M-3M,165000,9,LLC,760+,0,17,0.287,RM044,2023-11-10,operating
B01278,Business 01278,IND09,Wholesale Distribution,R03,South,TX,Tier 2,3,500K-1M,70000,7,S-Corp,720-759,0,3,0.409,RM029,2022-04-26,operating
B01279,Business 01279,IND04,Manufacturing,R04,West,CA,Tier 3,18,500K-1M,70000,6,LLC,580-639,0,5,0.125,RM040,2022-11-01,operating
B01280,Business 01280,IND11,Education & Training,R01,Northeast,NY,Tier 3,12,250K-500K,35000,3,Sole Proprietor,680-719,0,26,0.589,RM047,2023-02-23,operating
B01281,Business 01281,IND02,Retail Stores,R01,Northeast,NY,Tier 1,1,1M-3M,165000,10,S-Corp,720-759,0,17,0.333,RM013,2023-03-29,operating
B01282,Business 01282,IND07,Transportation & Logistics,R03,South,TX,Tier 2,11,1M-3M,165000,16,Sole Proprietor,680-719,1,13,0.426,RM044,2022-09-22,operating
B01283,Business 01283,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 3,10,<250K,15000,2,C-Corp,680-719,0,29,0.378,RM022,2023-06-15,operating
B01284,Business 01284,IND03,Construction Services,R02,Midwest,IL,Tier 1,15,1M-3M,165000,12,LLC,640-679,1,13,0.113,RM053,2022-04-16,operating
B01285,Business 01285,IND09,Wholesale Distribution,R03,South,TX,Tier 1,3,<250K,15000,2,C-Corp,640-679,1,2,0.057,RM029,2022-07-14,operating
B01286,Business 01286,IND06,Professional Services,R02,Midwest,IL,Tier 1,7,500K-1M,70000,9,Sole Proprietor,640-679,1,14,0.369,RM034,2023-11-23,merchant
B01287,Business 01287,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 1,18,1M-3M,165000,13,C-Corp,680-719,0,18,0.504,RM016,2023-09-21,operating
B01288,Business 01288,IND06,Professional Services,R04,West,CA,Tier 1,19,<250K,15000,3,LLC,640-679,1,6,0.423,RM043,2023-07-19,operating
B01289,Business 01289,IND07,Transportation & Logistics,R03,South,TX,Tier 2,10,250K-500K,35000,3,LLC,580-639,0,12,0.595,RM018,2023-02-12,merchant
B01290,Business 01290,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 1,3,<250K,15000,3,Sole Proprietor,640-679,0,23,0.281,RM036,2023-11-08,operating
B01291,Business 01291,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 1,3,1M-3M,165000,20,LLC,720-759,0,20,0.537,RM030,2022-12-02,merchant
B01292,Business 01292,IND11,Education & Training,R04,West,CA,Tier 2,10,1M-3M,165000,18,Partnership,580-639,0,27,0.11,RM019,2022-05-04,merchant
B01293,Business 01293,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 2,7,<250K,15000,3,Sole Proprietor,580-639,1,4,0.596,RM028,2022-08-13,operating
B01294,Business 01294,IND03,Construction Services,R06,Mountain,CO,Tier 2,9,500K-1M,70000,9,Sole Proprietor,580-639,1,14,0.008,RM036,2022-03-26,merchant
B01295,Business 01295,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 3,14,500K-1M,70000,5,LLC,720-759,0,27,0.493,RM001,2022-01-04,operating
B01296,Business 01296,IND11,Education & Training,R04,West,CA,Tier 2,7,<250K,15000,2,LLC,680-719,0,3,0.51,RM057,2023-04-11,merchant
B01297,Business 01297,IND06,Professional Services,R02,Midwest,IL,Tier 2,19,3M-10M,430000,36,LLC,680-719,0,22,0.153,RM042,2023-02-20,operating
