loan_id,business_id,product_type,loan_amount,start_date,interest_rate,loan_term_months,maturity_date,collateral_type,secured_flag,origination_channel,underwriting_score_band,initial_risk_grade
L002077,B00532,Invoice Financing,92576.26,2023-09-22,0.0926,12,2024-09-16,UCC lien,0,partner,680-719,A
L002078,B00033,Term Loan,841458.42,2024-11-19,0.0634,18,2026-05-13,equipment,1,online,760+,B
L002079,B01001,Term Loan,318919.61,2024-03-06,0.0731,36,2027-02-19,equipment,1,online,720-759,B
L002080,B00156,Term Loan,243987.87,2024-01-05,0.09,12,2024-12-30,real estate,0,online,680-719,C
L002081,B00087,Term Loan,728029.12,2023-02-26,0.1512,36,2026-02-10,equipment,1,branch,580-639,C
L002082,B00879,Term Loan,1200000.0,2023-10-25,0.0557,12,2024-10-19,receivables,1,partner,760+,C
L002083,B00896,Invoice Financing,303415.72,2023-12-23,0.0972,18,2025-06-15,receivables,1,partner,680-719,A
L002084,B00397,Invoice Financing,78831.09,2024-11-04,0.0692,24,2026-10-25,unsecured,0,online,760+,A
L002085,B00145,Merchant Cash Advance,134281.61,2024-08-09,0.1382,24,2026-07-30,UCC lien,0,partner,580-639,B
L002086,B00154,Term Loan,969134.96,2024-04-17,0.0992,24,2026-04-07,receivables,1,branch,680-719,B
L002087,B00965,Merchant Cash Advance,110331.28,2023-11-04,0.1045,24,2025-10-24,equipment,1,branch,640-679,B
L002088,B00244,Merchant Cash Advance,241112.8,2023-08-23,0.0883,24,2025-08-12,equipment,1,partner,720-759,A
L002089,B01063,Equipment Loan,1200000.0,2024-05-15,0.1572,18,2025-11-06,equipment,0,online,580-639,B
L002090,B01217,Invoice Financing,160221.39,2023-10-11,0.0697,18,2025-04-03,receivables,0,partner,720-759,B
L002091,B01327,Invoice Financing,268018.36,2024-02-18,0.0881,12,2025-02-12,equipment,0,branch,680-719,C
L002092,B01379,Term Loan,344421.24,2023-12-26,0.1233,12,2024-12-20,receivables,1,online,640-679,D
L002093,B00848,Term Loan,25045.62,2023-09-12,0.0677,36,2026-08-27,equipment,1,online,760+,B
L002094,B00061,Invoice Financing,33870.89,2024-06-07,0.0974,24,2026-05-28,real estate,1,online,680-719,B
L002095,B00080,Invoice Financing,75687.07,2024-03-28,0.0846,24,2026-03-18,receivables,0,partner,720-759,C
L002096,B01064,Revolving Credit,181479.71,2024-09-23,0.0944,36,2027-09-08,receivables,0,online,680-719,C
L002097,B00402,Equipment Loan,524874.09,2023-08-29,0.0985,48,2027-08-08,receivables,1,branch,680-719,C
L002098,B01271,Revolving Credit,62446.75,2024-03-18,0.0897,18,2025-09-09,real estate,0,partner,680-719,B
L002099,B00026,Revolving Credit,116031.97,2023-05-10,0.1238,18,2024-10-31,equipment,1,branch,640-679,C
L002100,B00275,Equipment Loan,1200000.0,2024-02-12,0.1013,36,2027-01-27,unsecured,1,online,680-719,B
L002101,B00192,Term Loan,287828.26,2023-08-26,0.0684,12,2024-08-20,equipment,0,online,760+,B
L002102,B01454,Term Loan,132577.77,2023-08-27,0.0718,36,2026-08-11,UCC lien,1,online,720-759,C
L002103,B00351,Term Loan,318316.37,2024-09-20,0.1327,12,2025-09-15,receivables,0,online,580-639,B
L002104,B00959,Revolving Credit,166388.36,2023-04-19,0.1179,18,2024-10-10,receivables,0,branch,640-679,B
L002105,B00384,Invoice Financing,124854.15,2023-04-21,0.1059,24,2025-04-10,UCC lien,1,partner,640-679,B
L002106,B01450,Invoice Financing,1200000.0,2024-02-14,0.1041,24,2026-02-03,receivables,1,online,640-679,B
L002107,B00836,Invoice Financing,109156.36,2023-03-22,0.1573,18,2024-09-12,receivables,1,online,580-639,B
L002108,B00003,Term Loan,1148480.06,2024-03-17,0.1329,36,2027-03-02,equipment,1,branch,580-639,B
L002109,B00448,Equipment Loan,29504.55,2024-12-19,0.098,24,2026-12-09,real estate,1,partner,680-719,B
L002110,B01062,Invoice Financing,74143.82,2024-10-29,0.1454,18,2026-04-22,receivables,1,relationship_manager,580-639,B
L002111,B01416,Revolving Credit,133451.74,2024-11-19,0.0648,24,2026-11-09,equipment,1,relationship_manager,760+,B
L002112,B00395,Invoice Financing,298776.16,2024-04-26,0.1512,24,2026-04-16,UCC lien,1,online,580-639,C
L002113,B00051,Term Loan,68967.57,2024-09-21,0.0781,12,2025-09-16,UCC lien,0,branch,760+,B
L002114,B00707,Equipment Loan,1025837.15,2023-04-20,0.1062,24,2025-04-09,real estate,1,branch,640-679,B
L002115,B00316,Revolving Credit,440013.82,2023-03-31,0.0862,18,2024-09-21,equipment,1,partner,680-719,D
L002116,B00326,Merchant Cash Advance,544898.08,2024-10-24,0.1055,36,2027-10-09,UCC lien,0,online,680-719,B
L002117,B00849,Term Loan,308601.7,2023-09-02,0.0758,18,2025-02-23,unsecured,1,partner,760+,C
L002118,B00235,Equipment Loan,502175.04,2024-11-08,0.1184,18,2026-05-02,receivables,1,branch,640-679,C
L002119,B00168,Invoice Financing,367792.25,2024-08-08,0.1325,36,2027-07-24,equipment,1,branch,580-639,C
L002120,B00743,Term Loan,764429.35,2024-11-06,0.0851,24,2026-10-27,real estate,0,branch,720-759,A
L002121,B00079,Equipment Loan,816589.18,2024-01-15,0.0599,18,2025-07-08,receivables,1,online,760+,B
L002122,B00695,Equipment Loan,1200000.0,2023-10-19,0.1062,18,2025-04-11,equipment,1,branch,640-679,A
L002123,B01123,Invoice Financing,890991.46,2023-12-27,0.0909,36,2026-12-11,equipment,0,online,680-719,B
L002124,B00479,Revolving Credit,73315.61,2023-04-04,0.089,36,2026-03-19,real estate,0,branch,680-719,B
L002125,B00588,Term Loan,219324.24,2024-12-20,0.0982,24,2026-12-10,equipment,0,branch,680-719,C
L002126,B00520,Term Loan,1200000.0,2023-04-30,0.0803,24,2025-04-19,receivables,0,partner,720-759,A
L002127,B00356,Revolving Credit,167109.23,2023-12-08,0.0932,36,2026-11-22,real estate,1,online,680-719,B
L002128,B00282,Invoice Financing,76551.82,2024-07-20,0.0725,18,2026-01-11,real estate,0,branch,720-759,C
L002129,B00190,Revolving Credit,47331.52,2023-02-02,0.1274,36,2026-01-17,receivables,1,online,640-679,B
L002130,B00870,Term Loan,65835.53,2023-07-31,0.1479,36,2026-07-15,UCC lien,1,online,580-639,C
L002131,B01426,Revolving Credit,686732.9,2023-08-10,0.0713,18,2025-01-31,unsecured,1,partner,720-759,B
L002132,B00243,Term Loan,21960.51,2023-04-03,0.0901,24,2025-03-23,receivables,1,online,720-759,D
L002133,B00096,Term Loan,1200000.0,2023-10-12,0.0743,18,2025-04-04,real estate,0,branch,760+,B
L002134,B00390,Term Loan,96444.36,2023-11-20,0.0756,12,2024-11-14,receivables,1,online,720-759,B
L002135,B01142,Invoice Financing,42207.51,2024-07-17,0.0759,18,2026-01-08,UCC lien,1,online,720-759,A
L002136,B00115,Merchant Cash Advance,1200000.0,2024-03-23,0.0809,24,2026-03-13,real estate,1,partner,720-759,B
L002137,B00047,Equipment Loan,1200000.0,2024-01-19,0.1465,24,2026-01-08,receivables,1,online,580-639,A
L002138,B01481,Merchant Cash Advance,851290.32,2024-06-29,0.1035,18,2025-12-21,real estate,1,partner,680-719,A
L002139,B00030,Term Loan,74987.0,2023-05-01,0.0997,18,2024-10-22,equipment,1,partner,680-719,B
L002140,B01052,Term Loan,57340.45,2024-04-05,0.1092,36,2027-03-21,UCC lien,1,partner,640-679,B
L002141,B00021,Term Loan,127228.98,2024-07-22,0.095,24,2026-07-12,receivables,1,online,680-719,B
L002142,B00924,Revolving Credit,27484.38,2023-06-04,0.1507,24,2025-05-24,UCC lien,1,branch,580-639,C
L002143,B01253,Term Loan,211357.82,2024-08-04,0.1444,24,2026-07-25,UCC lien,0,branch,580-639,B
L002144,B01157,Equipment Loan,63668.58,2023-08-10,0.1455,18,2025-01-31,unsecured,1,online,580-639,B
L002145,B00669,Invoice Financing,119580.06,2024-12-18,0.0785,18,2026-06-11,UCC lien,1,online,720-759,C
L002146,B00824,Merchant Cash Advance,94541.35,2023-08-21,0.0811,36,2026-08-05,equipment,0,branch,720-759,B
L002147,B00912,Term Loan,856052.97,2024-07-29,0.105,12,2025-07-24,receivables,0,partner,640-679,B
L002148,B01365,Term Loan,563588.44,2024-10-16,0.1366,36,2027-10-01,real estate,1,online,580-639,B
L002149,B00664,Revolving Credit,72719.07,2023-03-13,0.1049,24,2025-03-02,equipment,0,online,680-719,B
L002150,B01472,Revolving Credit,476711.78,2024-08-17,0.1416,36,2027-08-02,UCC lien,1,branch,580-639,B
L002151,B00900,Term Loan,845109.88,2024-02-18,0.1156,24,2026-02-07,equipment,1,online,640-679,A
L002152,B00222,Revolving Credit,151877.44,2023-12-14,0.0768,24,2025-12-03,equipment,1,branch,720-759,B
L002153,B00632,Term Loan,549937.02,2023-09-29,0.089,24,2025-09-18,real estate,0,branch,720-759,C
L002154,B00651,Revolving Credit,860458.49,2023-08-13,0.0975,24,2025-08-02,receivables,1,partner,680-719,B
L002155,B00979,Term Loan,260886.75,2024-05-20,0.1515,24,2026-05-10,real estate,1,branch,580-639,A
L002156,B00706,Revolving Credit,521780.72,2024-04-01,0.0873,24,2026-03-22,equipment,1,branch,680-719,B
L002157,B00119,Term Loan,94102.54,2023-10-25,0.1084,18,2025-04-17,equipment,0,online,640-679,B
L002158,B00649,Equipment Loan,65650.08,2023-12-24,0.1261,12,2024-12-18,receivables,1,branch,640-679,C
L002159,B00114,Revolving Credit,57288.91,2024-05-01,0.1134,24,2026-04-21,UCC lien,1,partner,640-679,A
L002160,B01008,Revolving Credit,22512.59,2023-10-14,0.1159,24,2025-10-03,receivables,0,online,640-679,B
L002161,B00694,Merchant Cash Advance,67509.93,2024-03-13,0.1043,36,2027-02-26,UCC lien,1,partner,680-719,B
L002162,B00135,Revolving Credit,405707.14,2023-03-13,0.1372,18,2024-09-03,receivables,0,partner,580-639,A
L002163,B01224,Equipment Loan,113702.17,2023-04-23,0.0806,18,2024-10-14,equipment,0,online,720-759,B
L002164,B00879,Term Loan,562473.01,2024-02-20,0.0572,24,2026-02-09,UCC lien,1,branch,760+,B
L002165,B00913,Revolving Credit,112662.11,2023-10-09,0.0784,18,2025-04-01,UCC lien,1,partner,720-759,C
L002166,B00703,Equipment Loan,299342.08,2023-12-07,0.1046,24,2025-11-26,UCC lien,1,branch,640-679,B
L002167,B00005,Equipment Loan,90531.3,2024-11-27,0.1446,36,2027-11-12,UCC lien,1,branch,580-639,C
L002168,B00004,Equipment Loan,63706.96,2023-01-09,0.1183,24,2024-12-29,equipment,0,partner,640-679,B
L002169,B00665,Equipment Loan,1200000.0,2024-03-09,0.1082,36,2027-02-22,real estate,0,online,640-679,C
L002170,B01434,Invoice Financing,428698.58,2024-05-13,0.1364,24,2026-05-03,receivables,0,online,580-639,B
L002171,B01433,Equipment Loan,62136.69,2023-11-26,0.1377,24,2025-11-15,receivables,1,branch,580-639,B
L002172,B00816,Term Loan,413822.6,2023-01-11,0.1058,12,2024-01-06,equipment,1,branch,680-719,C
L002173,B00424,Invoice Financing,68820.97,2024-08-26,0.1149,18,2026-02-17,receivables,0,partner,640-679,B
L002174,B00503,Term Loan,257809.46,2024-09-16,0.0713,18,2026-03-10,UCC lien,0,online,760+,B
L002175,B00931,Term Loan,116289.32,2023-05-01,0.0924,24,2025-04-20,UCC lien,1,partner,680-719,B
L002176,B01118,Invoice Financing,122142.21,2024-01-05,0.1041,36,2026-12-20,equipment,1,online,680-719,C
L002177,B01069,Equipment Loan,729545.02,2023-08-23,0.0852,18,2025-02-13,UCC lien,1,partner,680-719,C
L002178,B01111,Equipment Loan,63688.45,2024-09-03,0.0673,12,2025-08-29,UCC lien,1,branch,720-759,C
L002179,B00812,Term Loan,845694.08,2023-06-10,0.153,36,2026-05-25,unsecured,0,partner,580-639,C
L002180,B01273,Equipment Loan,48606.01,2024-12-30,0.0882,24,2026-12-20,equipment,1,online,720-759,C
L002181,B01197,Invoice Financing,354642.28,2023-08-22,0.106,36,2026-08-06,equipment,1,online,680-719,C
L002182,B01267,Term Loan,1200000.0,2023-07-11,0.1035,18,2025-01-01,UCC lien,0,relationship_manager,640-679,A
L002183,B00074,Equipment Loan,239221.94,2023-01-18,0.074,18,2024-07-11,receivables,0,online,720-759,B
L002184,B01274,Term Loan,65532.94,2023-10-10,0.0749,24,2025-09-29,receivables,0,partner,720-759,B
L002185,B00110,Term Loan,38325.62,2024-02-28,0.0889,24,2026-02-17,UCC lien,1,partner,680-719,B
L002186,B00193,Equipment Loan,179741.74,2024-12-07,0.1229,12,2025-12-02,equipment,0,online,640-679,C
L002187,B00084,Invoice Financing,825967.4,2024-01-09,0.1367,36,2026-12-24,receivables,1,relationship_manager,580-639,B
L002188,B00582,Invoice Financing,250362.73,2024-08-22,0.0691,24,2026-08-12,equipment,0,relationship_manager,760+,B
L002189,B01070,Term Loan,250099.38,2024-03-29,0.1053,12,2025-03-24,real estate,0,online,640-679,B
L002190,B00044,Term Loan,37363.7,2023-02-28,0.0901,24,2025-02-17,UCC lien,1,relationship_manager,720-759,A
L002191,B00149,Equipment Loan,101673.35,2023-04-05,0.0947,24,2025-03-25,receivables,0,online,680-719,B
L002192,B00074,Revolving Credit,335522.5,2024-01-12,0.0853,12,2025-01-06,equipment,0,branch,720-759,C
L002193,B01159,Invoice Financing,59307.41,2023-08-28,0.0716,36,2026-08-12,receivables,0,branch,720-759,D
L002194,B01134,Term Loan,400265.04,2023-05-16,0.1043,18,2024-11-06,equipment,1,online,640-679,A
L002195,B00578,Invoice Financing,220599.5,2023-05-07,0.0869,12,2024-05-01,UCC lien,1,online,680-719,B
L002196,B00405,Term Loan,358258.04,2023-07-02,0.1371,24,2025-06-21,receivables,1,branch,580-639,B
L002197,B00256,Term Loan,370106.14,2023-03-06,0.073,12,2024-02-29,real estate,1,branch,720-759,B
L002198,B00292,Invoice Financing,358488.78,2024-10-19,0.103,12,2025-10-14,receivables,1,branch,640-679,C
L002199,B00294,Term Loan,147616.43,2024-06-15,0.0842,24,2026-06-05,UCC lien,1,online,720-759,C
L002200,B00793,Term Loan,54307.03,2023-03-06,0.108,12,2024-02-29,UCC lien,0,branch,640-679,A
L002201,B00488,Invoice Financing,161800.77,2024-08-06,0.0982,18,2026-01-28,equipment,1,relationship_manager,680-719,B
L002202,B00362,Term Loan,60334.44,2024-01-02,0.1093,36,2026-12-17,equipment,0,partner,640-679,A
L002203,B00808,Merchant Cash Advance,115749.81,2024-01-27,0.1136,24,2026-01-16,equipment,0,online,640-679,C
L002204,B00072,Revolving Credit,407195.36,2024-05-06,0.1056,12,2025-05-01,UCC lien,1,branch,680-719,B
L002205,B01453,Invoice Financing,176359.64,2024-09-11,0.0836,24,2026-09-01,UCC lien,1,partner,680-719,B
L002206,B00326,Term Loan,512452.37,2024-12-23,0.1029,18,2026-06-16,UCC lien,0,online,680-719,B
L002207,B00671,Merchant Cash Advance,109442.02,2024-02-07,0.0866,18,2025-07-31,UCC lien,1,branch,680-719,B
L002208,B00007,Revolving Credit,400038.12,2023-05-20,0.1048,24,2025-05-09,receivables,1,branch,680-719,B
L002209,B00350,Term Loan,582479.86,2023-08-11,0.0989,36,2026-07-26,equipment,1,branch,680-719,C
L002210,B00833,Term Loan,490891.83,2024-02-17,0.1007,12,2025-02-11,UCC lien,1,online,680-719,B
L002211,B01098,Revolving Credit,158783.74,2024-12-13,0.1222,36,2027-11-28,equipment,1,online,640-679,B
L002212,B00233,Term Loan,119242.63,2023-11-24,0.0896,48,2027-11-03,receivables,1,partner,720-759,C
L002213,B00239,Term Loan,343421.32,2023-06-22,0.1164,36,2026-06-06,real estate,1,online,640-679,A
L002214,B01017,Equipment Loan,187957.93,2023-08-03,0.0693,18,2025-01-24,real estate,1,partner,720-759,B
L002215,B00141,Term Loan,1101009.81,2024-02-05,0.1465,18,2025-07-29,equipment,0,online,580-639,C
L002216,B01309,Equipment Loan,756281.74,2024-10-16,0.1044,18,2026-04-09,UCC lien,1,online,680-719,A
L002217,B00960,Revolving Credit,271674.14,2023-04-28,0.0919,18,2024-10-19,UCC lien,1,online,680-719,B
L002218,B00864,Revolving Credit,47024.02,2023-12-08,0.1042,18,2025-05-31,equipment,1,relationship_manager,640-679,A
L002219,B00697,Invoice Financing,155425.87,2023-11-02,0.1205,12,2024-10-27,UCC lien,0,branch,640-679,B
L002220,B01462,Term Loan,109655.97,2024-07-07,0.1471,24,2026-06-27,receivables,1,branch,580-639,B
L002221,B00681,Term Loan,248661.31,2024-05-30,0.1333,24,2026-05-20,UCC lien,0,partner,580-639,B
L002222,B00153,Equipment Loan,305730.2,2023-10-20,0.1018,12,2024-10-14,equipment,1,online,680-719,B
L002223,B00949,Term Loan,108495.26,2023-10-25,0.1106,36,2026-10-09,UCC lien,1,online,640-679,C
L002224,B01015,Term Loan,194577.23,2023-09-13,0.1538,18,2025-03-06,equipment,0,branch,580-639,B
L002225,B00652,Equipment Loan,94885.75,2024-12-23,0.1412,36,2027-12-08,equipment,0,online,580-639,A
L002226,B00624,Term Loan,594806.42,2024-04-08,0.0752,24,2026-03-29,equipment,1,online,720-759,B
L002227,B00047,Invoice Financing,1170404.55,2024-10-16,0.1364,24,2026-10-06,equipment,1,online,580-639,B
L002228,B00845,Invoice Financing,125441.99,2023-02-28,0.0798,12,2024-02-23,unsecured,1,online,720-759,B
L002229,B00068,Term Loan,323512.19,2023-10-26,0.1047,24,2025-10-15,UCC lien,1,online,640-679,B
L002230,B00973,Merchant Cash Advance,389358.08,2023-11-17,0.0965,24,2025-11-06,equipment,0,branch,680-719,B
L002231,B00538,Revolving Credit,563076.66,2024-06-11,0.0559,12,2025-06-06,real estate,1,online,760+,B
L002232,B00097,Equipment Loan,291723.03,2024-12-18,0.0712,24,2026-12-08,equipment,1,partner,720-759,B
L002233,B01495,Term Loan,40280.94,2023-11-17,0.0846,24,2025-11-06,equipment,1,partner,680-719,B
L002234,B01189,Invoice Financing,26842.65,2024-11-06,0.1203,24,2026-10-27,real estate,0,online,640-679,B
L002235,B01484,Term Loan,111172.29,2023-03-05,0.1414,48,2027-02-12,equipment,1,online,580-639,C
L002236,B01152,Term Loan,229380.92,2024-02-08,0.1196,18,2025-08-01,receivables,1,partner,640-679,C
L002237,B00538,Equipment Loan,861390.3,2024-01-23,0.0733,24,2026-01-12,receivables,1,online,760+,C
L002238,B00617,Term Loan,146462.76,2023-03-12,0.1235,12,2024-03-06,equipment,1,online,640-679,B
L002239,B01483,Invoice Financing,74570.06,2024-04-08,0.0792,12,2025-04-03,UCC lien,1,branch,720-759,A
L002240,B01063,Equipment Loan,629046.13,2024-01-15,0.1448,18,2025-07-08,UCC lien,1,branch,580-639,B
L002241,B01227,Invoice Financing,339016.43,2024-05-14,0.0747,24,2026-05-04,equipment,1,online,720-759,B
L002242,B00437,Merchant Cash Advance,663950.29,2024-05-21,0.0914,24,2026-05-11,receivables,1,partner,680-719,A
L002243,B01083,Revolving Credit,99407.68,2023-08-12,0.0749,48,2027-07-22,UCC lien,0,online,760+,B
L002244,B01460,Term Loan,54233.24,2023-03-29,0.1273,36,2026-03-13,UCC lien,1,online,640-679,C
L002245,B00234,Term Loan,1200000.0,2024-06-11,0.1234,24,2026-06-01,equipment,1,online,640-679,B
L002246,B01224,Term Loan,327200.4,2024-05-15,0.0703,18,2025-11-06,receivables,0,relationship_manager,720-759,B
L002247,B01172,Revolving Credit,167342.6,2023-03-28,0.097,12,2024-03-22,unsecured,1,partner,680-719,C
L002248,B00262,Term Loan,99425.46,2024-10-23,0.0868,18,2026-04-16,equipment,1,branch,720-759,B
L002249,B01475,Invoice Financing,116957.91,2024-09-28,0.0833,36,2027-09-13,real estate,0,branch,680-719,B
L002250,B01416,Equipment Loan,94317.33,2024-09-07,0.0713,36,2027-08-23,receivables,0,partner,760+,B
L002251,B01270,Equipment Loan,188738.36,2023-01-05,0.0814,24,2024-12-25,receivables,1,branch,720-759,C
L002252,B00552,Revolving Credit,572835.44,2023-08-18,0.0709,24,2025-08-07,receivables,0,online,760+,C
L002253,B00560,Invoice Financing,591057.69,2023-04-18,0.1076,18,2024-10-09,real estate,0,branch,640-679,C
L002254,B01342,Invoice Financing,641285.44,2024-02-27,0.1189,24,2026-02-16,real estate,0,online,640-679,C
L002255,B01430,Term Loan,40600.5,2024-05-31,0.1146,18,2025-11-22,real estate,1,partner,640-679,C
L002256,B00144,Revolving Credit,1200000.0,2023-02-05,0.0938,18,2024-07-29,equipment,1,branch,680-719,C
L002257,B00039,Invoice Financing,268555.85,2024-07-03,0.0751,18,2025-12-25,unsecured,0,online,760+,B
L002258,B00846,Term Loan,67221.43,2023-11-05,0.1473,18,2025-04-28,receivables,1,online,580-639,C
L002259,B00528,Term Loan,1200000.0,2024-06-27,0.0903,24,2026-06-17,receivables,1,relationship_manager,720-759,C
L002260,B00434,Term Loan,87093.28,2023-09-09,0.0687,24,2025-08-29,equipment,0,branch,720-759,B
L002261,B01369,Revolving Credit,103604.17,2024-02-03,0.105,36,2027-01-18,equipment,1,partner,640-679,B
L002262,B01432,Term Loan,97483.04,2023-10-06,0.1542,36,2026-09-20,equipment,0,branch,580-639,B
L002263,B00224,Term Loan,29364.56,2023-12-23,0.1252,12,2024-12-17,equipment,0,branch,640-679,C
L002264,B00078,Equipment Loan,309671.75,2024-12-21,0.1362,18,2026-06-14,equipment,1,online,580-639,C
L002265,B00514,Term Loan,155269.74,2023-05-13,0.1214,24,2025-05-02,receivables,1,branch,640-679,B
L002266,B00992,Revolving Credit,27382.46,2024-07-29,0.1179,24,2026-07-19,UCC lien,0,online,640-679,C
L002267,B00923,Revolving Credit,50636.57,2024-04-30,0.107,36,2027-04-15,receivables,1,online,640-679,B
L002268,B01161,Invoice Financing,212004.66,2023-10-30,0.1075,36,2026-10-14,real estate,1,partner,640-679,A
L002269,B00793,Term Loan,35424.84,2023-02-28,0.1116,18,2024-08-21,equipment,1,partner,640-679,B
L002270,B00296,Merchant Cash Advance,60475.69,2023-07-05,0.0827,24,2025-06-24,equipment,1,branch,720-759,B
L002271,B00037,Revolving Credit,139696.57,2023-09-09,0.0842,24,2025-08-29,receivables,1,partner,720-759,B
L002272,B01343,Equipment Loan,855698.05,2023-09-05,0.1039,24,2025-08-25,unsecured,1,branch,640-679,B
L002273,B00323,Merchant Cash Advance,351157.66,2024-08-28,0.0974,18,2026-02-19,receivables,1,branch,680-719,A
L002274,B01346,Term Loan,22714.54,2023-08-27,0.0827,12,2024-08-21,real estate,0,partner,680-719,C
L002275,B00172,Merchant Cash Advance,236665.78,2023-12-17,0.0912,24,2025-12-06,receivables,0,relationship_manager,720-759,C
L002276,B00246,Merchant Cash Advance,780952.64,2024-12-11,0.0821,36,2027-11-26,UCC lien,1,partner,720-759,B
L002277,B00571,Revolving Credit,60100.73,2024-03-30,0.1203,12,2025-03-25,unsecured,1,partner,640-679,C
L002278,B00491,Equipment Loan,65887.24,2024-09-29,0.1159,36,2027-09-14,equipment,0,online,640-679,D
L002279,B00534,Term Loan,20411.64,2023-08-15,0.074,24,2025-08-04,receivables,1,online,760+,C
L002280,B01413,Term Loan,75559.66,2024-03-14,0.0698,18,2025-09-05,receivables,1,partner,760+,C
L002281,B01374,Invoice Financing,793796.44,2023-09-28,0.1395,24,2025-09-17,real estate,1,online,580-639,B
L002282,B01220,Term Loan,78965.24,2024-05-26,0.1219,18,2025-11-17,UCC lien,1,partner,640-679,B
L002283,B00426,Invoice Financing,682681.72,2024-02-21,0.1192,36,2027-02-05,real estate,1,partner,640-679,B
L002284,B01473,Term Loan,447110.76,2024-08-17,0.1022,24,2026-08-07,UCC lien,0,partner,680-719,B
L002285,B00031,Revolving Credit,180696.9,2023-12-25,0.0839,24,2025-12-14,UCC lien,0,branch,680-719,A
L002286,B00996,Term Loan,143422.2,2023-05-17,0.0831,24,2025-05-06,equipment,1,online,720-759,C
L002287,B00442,Invoice Financing,63902.47,2024-07-28,0.0913,18,2026-01-19,UCC lien,0,branch,680-719,B
L002288,B01111,Revolving Credit,47944.43,2023-07-21,0.0845,36,2026-07-05,equipment,1,partner,720-759,C
L002289,B00528,Invoice Financing,1200000.0,2024-03-14,0.0853,24,2026-03-04,equipment,1,online,720-759,B
L002290,B00326,Revolving Credit,391788.56,2024-08-20,0.0869,12,2025-08-15,receivables,1,online,680-719,B
L002291,B01427,Term Loan,1200000.0,2024-05-20,0.0698,24,2026-05-10,receivables,1,partner,760+,B
L002292,B00432,Equipment Loan,230522.62,2023-06-28,0.1072,36,2026-06-12,receivables,0,branch,680-719,B
L002293,B00248,Term Loan,342174.6,2024-05-10,0.0577,36,2027-04-25,equipment,1,branch,760+,C
L002294,B01396,Equipment Loan,55630.81,2024-08-19,0.1556,18,2026-02-10,real estate,1,partner,580-639,C
L002295,B00786,Revolving Credit,323756.3,2023-01-08,0.0795,24,2024-12-28,real estate,1,branch,720-759,B
L002296,B00878,Term Loan,280048.9,2023-04-02,0.0984,24,2025-03-22,receivables,0,branch,680-719,B
L002297,B00572,Term Loan,170690.61,2023-03-15,0.1012,12,2024-03-09,equipment,1,relationship_manager,680-719,C
L002298,B00613,Term Loan,47424.04,2023-01-11,0.1344,36,2025-12-26,equipment,0,online,580-639,B
L002299,B00208,Term Loan,494787.87,2023-10-14,0.1381,24,2025-10-03,equipment,0,partner,580-639,B
L002300,B01314,Equipment Loan,27533.93,2023-12-24,0.0826,12,2024-12-18,real estate,1,relationship_manager,720-759,C
L002301,B00389,Equipment Loan,111799.62,2024-07-18,0.0706,18,2026-01-09,equipment,0,online,720-759,D
L002302,B01151,Revolving Credit,445176.66,2024-06-12,0.1038,18,2025-12-04,equipment,1,online,680-719,D
L002303,B00268,Invoice Financing,67374.1,2024-08-28,0.1219,36,2027-08-13,real estate,0,partner,640-679,B
L002304,B00643,Term Loan,646014.24,2023-08-28,0.107,18,2025-02-18,receivables,1,online,640-679,D
L002305,B01457,Equipment Loan,69642.99,2023-01-07,0.1025,24,2024-12-27,receivables,1,online,680-719,B
L002306,B00472,Invoice Financing,404786.06,2024-02-15,0.0784,24,2026-02-04,UCC lien,1,partner,720-759,B
L002307,B00333,Equipment Loan,343232.11,2024-06-22,0.0842,12,2025-06-17,receivables,1,partner,720-759,B
L002308,B00996,Revolving Credit,377788.3,2023-07-30,0.0775,18,2025-01-20,UCC lien,1,branch,720-759,B
L002309,B01021,Equipment Loan,50636.52,2023-01-23,0.1251,36,2026-01-07,UCC lien,0,partner,640-679,B
L002310,B00037,Term Loan,135973.53,2023-05-30,0.0782,36,2026-05-14,UCC lien,0,partner,720-759,B
L002311,B01163,Equipment Loan,529505.4,2023-12-12,0.075,36,2026-11-26,UCC lien,1,branch,760+,B
L002312,B00258,Invoice Financing,472611.28,2024-01-04,0.1189,24,2025-12-24,equipment,0,partner,640-679,B
L002313,B00498,Revolving Credit,477210.06,2024-05-30,0.067,36,2027-05-15,equipment,0,partner,760+,D
L002314,B01124,Equipment Loan,25158.02,2024-02-16,0.0745,24,2026-02-05,equipment,0,branch,720-759,A
L002315,B00935,Invoice Financing,82445.17,2024-11-18,0.1509,36,2027-11-03,receivables,1,online,580-639,B
L002316,B00187,Revolving Credit,125877.64,2024-01-31,0.1435,24,2026-01-20,equipment,1,online,580-639,C
L002317,B01350,Revolving Credit,138935.06,2023-02-05,0.1522,12,2024-01-31,receivables,1,online,580-639,B
L002318,B00429,Equipment Loan,1200000.0,2024-04-11,0.0902,24,2026-04-01,real estate,1,branch,680-719,B
L002319,B01492,Term Loan,81633.48,2023-08-17,0.1262,36,2026-08-01,receivables,1,partner,640-679,B
L002320,B00501,Merchant Cash Advance,44574.03,2023-08-28,0.0906,24,2025-08-17,equipment,1,branch,720-759,B
L002321,B00075,Term Loan,130526.75,2024-08-25,0.0661,24,2026-08-15,equipment,1,partner,760+,B
